id,subdistrictId,code,name
vill-1408131006,subd-140813,1408131006,"Sungaimempura (Sungai Mempura)"
vill-1408132001,subd-140813,1408132001,"Kota Ringin"
vill-1408132002,subd-140813,1408132002,"Paluh"
vill-1408132003,subd-140813,1408132003,"Benteng Hilir"
vill-1408132004,subd-140813,1408132004,"Benteng Hulu"
vill-1408132005,subd-140813,1408132005,"Kampung Tengah"
vill-1408132007,subd-140813,1408132007,"Merempan Hilir"
vill-1408132008,subd-140813,1408132008,"Telukmerempan (Teluk Merempan)"
vill-1408142001,subd-140814,1408142001,"Sungai Berbari"
vill-1408142002,subd-140814,1408142002,"Sungai Limau"
vill-1408142003,subd-140814,1408142003,"Dosan"
vill-1408142004,subd-140814,1408142004,"Benayah"
vill-1408142005,subd-140814,1408142005,"Pebadaran"
vill-1408142006,subd-140814,1408142006,"Dusun Pusaka"
vill-1408142007,subd-140814,1408142007,"Perincit"
